City_ID,City,Cloudiness,Country,Humidity,Lat,Lng,Max Temp,Wind Speed
405,Behbahan,0,IR,57,30.5959,50.2417,11.82,2.28
406,Chapais,97,CA,90,49.7834,-74.8492,-18.34,3.62
407,Beya,100,RU,94,53.0533,90.9139,-4.37,1.77
408,Ambulu,24,ID,85,-8.345,113.6058,25.1,1.29
409,Kavaratti,86,IN,63,10.5669,72.642,27.47,3.14
410,Belaya Gora,100,RU,98,68.5333,146.4167,-38.22,0.45
411,Sobolevo,79,RU,94,54.4299,31.8996,-15.96,1.6
412,Juegang,0,CN,66,32.3174,121.1855,9.43,4.28
413,Tevriz,100,RU,80,57.509,72.4042,-2.65,6.07
414,Mortka,100,RU,96,59.3322,66.0214,-18.64,5.65
415,Coahuayana,0,MX,47,18.7333,-103.6833,28.32,0.69
416,Parczew,88,PL,95,51.6402,22.9006,3.34,2.91
417,Iguape,96,BR,64,-24.7081,-47.5553,24.88,5.41
418,Hervey Bay,13,AU,78,-25.2986,152.8535,22.72,5.21
419,Frontera,0,MX,60,26.9333,-101.45,19.07,3.13
420,Morros,80,BR,53,-9.4467,-46.3003,30.1,1.19
421,Verkhnetulomskiy,99,RU,100,68.6073,31.7962,-24.93,0.54
422,Fortuna,75,US,97,40.5982,-124.1573,8.53,9.26
423,Nocera Inferiore,17,IT,79,40.7522,14.6401,13.79,1.1
424,Karachi,1,PK,19,24.9056,67.0822,18.9,4.12
425,Neryungri,95,RU,98,56.6709,124.6491,-29.42,1.48
426,Shelburne,100,CA,96,44.0787,-80.2041,-3.39,4.42
427,Portland,100,US,89,45.5234,-122.6762,9.0,5.66
428,Gambela,42,ET,26,8.25,34.5833,32.25,1.84
429,Inhambane,100,MZ,88,-23.865,35.3833,23.55,9.85
430,Luba,84,GQ,79,3.4568,8.5547,27.2,4.38
431,Imeni Poliny Osipenko,100,RU,99,52.4201,136.4853,-25.28,1.7
432,Egvekinot,84,RU,90,66.3167,-179.1667,-23.69,3.0
433,Teknaf,0,BD,84,20.8624,92.3058,17.33,2.95
434,Alihe,99,CN,97,50.5667,123.7167,-21.35,1.29
435,Pangnirtung,100,CA,94,66.1451,-65.7125,-17.23,0.68
436,Dudinka,78,RU,100,69.4058,86.1778,-42.78,1.39
437,Cidreira,44,BR,65,-30.1811,-50.2056,24.14,6.44
438,Yagodnoye,93,RU,99,62.55,149.6667,-39.85,1.18
439,Abu Zabad,7,SD,20,12.35,29.25,23.83,4.37
440,Leh,100,IN,73,34.1667,77.5833,-9.26,0.85
441,Colac,0,AU,74,-38.3333,143.5833,18.24,2.83
442,Millinocket,100,US,86,45.6573,-68.7098,0.79,3.09
443,Flic En Flac,68,MU,74,-20.2742,57.3631,26.4,5.23
444,Sarkand,98,KZ,87,45.41,79.9186,1.02,2.15
445,Poya,100,NC,89,-21.35,165.15,25.89,2.23
446,Salalah,0,OM,65,17.0151,54.0924,25.05,1.03
447,Moyale,6,KE,28,3.5167,39.0584,25.72,4.72
448,Nagato,7,JP,64,34.3833,131.2,6.53,6.02
449,Yeppoon,81,AU,76,-23.1333,150.7333,23.88,4.21
450,Ndele,77,CF,15,8.4109,20.6473,32.3,3.42
451,Baykit,98,RU,99,61.67,96.37,-25.03,1.25
452,Vazhiny,12,RU,100,60.9644,34.0222,-19.88,0.89
453,Port Keats,4,AU,78,-14.25,129.55,27.32,5.92
454,Matara,96,LK,89,5.9485,80.5353,24.03,2.39
455,Alpena,100,US,89,45.0617,-83.4327,-2.68,3.6
456,Chara,100,RU,87,56.9064,118.2631,-20.87,0.44
457,Soyo,97,AO,84,-6.1349,12.3689,26.37,3.51
458,Grand-Lahou,84,CI,67,5.1367,-5.0242,29.08,4.99
459,Warragul,2,AU,95,-38.1667,145.9333,14.97,2.5
460,Santa Helena De Goias,100,BR,96,-17.8136,-50.5969,20.57,3.28
461,Ladario,40,BR,45,-19.0047,-57.6017,33.05,2.06
462,Shieli,65,KZ,82,44.1667,66.75,5.78,7.08
463,Guarapari,100,BR,94,-20.6667,-40.4975,24.94,4.48
464,Sioux Lookout,100,CA,92,50.1001,-91.917,-13.96,5.14
465,Nikolayevsk-Na-Amure,82,RU,96,53.1406,140.73,-22.96,1.54
466,Shizuishan,46,CN,24,39.2333,106.7694,0.57,2.73
467,Ampanihy,74,MG,73,-24.7,44.75,25.87,3.39
468,Mumford,19,GH,69,5.2618,-0.759,28.58,5.59
469,Santa Cruz,40,BO,38,-17.8,-63.1667,34.03,2.57
470,Warrington,75,GB,82,53.3925,-2.5802,10.81,6.17
471,Salta,5,AR,42,-24.7859,-65.4117,29.76,0.89
472,Laela,95,TZ,86,-8.5667,32.05,18.5,0.74
473,Okakarara,19,NA,11,-20.5833,17.4333,33.07,3.66
474,Domoni,97,KM,80,-12.2569,44.5319,26.86,2.85
475,Bonthe,67,SL,53,7.5264,-12.505,30.36,6.01
476,Gua Musang,100,MY,99,4.8823,101.9644,22.12,0.75
477,Puerto Carreno,100,CO,63,6.189,-67.4859,28.97,3.14
478,Banfora,2,BF,14,10.6333,-4.7667,35.59,3.51
479,Palmer,75,US,86,42.1584,-72.3287,5.43,3.6
480,Madridejos,94,ES,73,39.4682,-3.532,10.37,5.69
481,Burgersdorp,4,ZA,33,-30.9977,26.3286,21.79,7.67
482,Timra,100,SE,93,62.487,17.3257,-1.18,3.6
483,Leua,40,SK,91,48.2156,18.6071,6.24,2.9
484,Simplicio Mendes,42,BR,27,-7.8539,-41.9103,36.28,1.83
485,Ravar,5,IR,46,31.2656,56.8055,9.32,0.9
486,Alyangula,78,AU,78,-13.8483,136.4192,28.2,9.35
487,Burnie,53,AU,89,-41.0667,145.9167,14.11,4.48
488,Port-Gentil,40,GA,78,-0.7193,8.7815,27.98,4.12
489,Dunedin,5,NZ,82,-45.8742,170.5036,10.54,3.82
490,Tilichiki,78,RU,90,60.4667,166.1,-29.02,4.11
491,Mersing,100,MY,89,2.4312,103.8405,24.76,3.48
492,Babu,0,CN,41,24.4167,111.5167,13.82,0.66
493,Aanekoski,100,FI,92,62.6946,25.818,-8.96,3.68
494,Mount Gambier,0,AU,47,-37.8333,140.7667,18.27,3.08
495,Bagdarin,100,RU,96,54.4333,113.6,-20.05,1.58
496,Vanderhoof,91,CA,99,54.0166,-124.0198,-9.18,0.53
497,Porto Novo,23,BJ,59,6.4965,2.6036,29.64,4.63
498,Batemans Bay,96,AU,78,-35.7167,150.1833,17.28,1.88
499,Pathein,19,MM,90,16.7833,94.7333,21.63,2.73
500,Zhanaozen,97,KZ,74,43.3,52.8,-1.59,10.11
501,Ambikapur,0,IN,26,23.1167,83.2,8.84,1.4
502,Kenai,0,US,85,60.5544,-151.2583,-13.95,0.0
503,Saint-Georges,100,GD,82,12.0564,-61.7485,25.56,7.45
504,Morondava,3,MG,73,-20.2833,44.2833,28.3,4.42
505,Raudeberg,100,NO,48,61.9875,5.1352,7.15,7.84
506,Corrente,7,BR,35,-3.7367,-43.3394,35.34,1.78
507,Ayagoz,99,KZ,98,47.9714,80.4392,-4.71,4.24
508,Sao Felix Do Xingu,100,BR,89,-6.6447,-51.995,23.25,1.0
509,Meulaboh,84,ID,85,4.1363,96.1285,24.39,1.28
510,Mayumba,97,GA,81,-3.432,10.6554,26.73,3.17
511,Belize,93,BZ,76,17.25,-88.75,24.6,0.92
512,Vung Tau,100,VN,78,10.346,107.0843,23.96,1.75
513,Poplar Bluff,100,US,80,36.757,-90.3929,8.43,3.6
514,Half Moon Bay,100,US,63,37.4636,-122.4286,14.58,5.66
515,Iquique,87,CL,64,-20.2208,-70.1431,23.02,3.55
516,Kologriv,100,RU,98,58.8275,44.3178,-19.7,2.14
517,Aloleng,11,PH,66,16.1307,119.7824,25.32,6.66
518,North Platte,100,US,87,41.1239,-100.7654,-2.01,2.24
519,Monrovia,10,LR,63,6.3005,-10.7969,31.87,6.21
520,Muisne,98,EC,73,0.6,-80.0333,25.67,1.91
521,Boa Vista,75,BR,83,2.8197,-60.6733,24.99,5.66
522,Mitchell,100,US,85,43.7094,-98.0298,-16.81,1.54
523,Centralia,100,US,98,46.7162,-122.9543,7.36,0.0
524,Kodinsk,74,RU,100,58.6881,99.1844,-27.9,1.61
525,Lithakia,75,GR,88,37.7167,20.8333,13.65,0.0
526,Bac Lieu,100,VN,87,9.285,105.7244,22.06,3.54
527,Revelstoke,100,CA,93,50.9832,-118.2023,-1.99,0.0
528,Aquiraz,30,BR,50,-3.9014,-38.3911,35.81,5.91
529,Feijo,100,BR,90,-8.1642,-70.3536,23.45,0.73
530,Hokitika,100,NZ,62,-42.7167,170.9667,14.78,3.21
531,Nokha,100,IN,9,27.6,73.4167,14.71,4.08
532,Komsomolskiy,75,UZ,93,40.4272,71.7189,1.4,1.03
533,Dnestrovsc,100,MD,94,46.6222,29.9133,0.46,3.96
534,Drayton Valley,42,CA,86,53.2168,-114.9854,-9.12,2.62
535,Rosarno,19,IT,79,38.4841,15.979,15.87,1.03
536,La Union,28,PE,47,-5.4,-80.75,26.94,3.14
537,Pavlovskiy Posad,10,RU,98,55.7847,38.6506,-22.9,1.99
538,Chifeng,100,CN,37,42.2683,118.9636,-3.43,1.69
539,Inirida,100,CO,99,3.8653,-67.9239,21.93,3.08
540,Cayenne,75,GF,88,4.9333,-52.3333,25.02,2.06
541,Sabang,93,ID,71,5.8933,95.3214,27.46,4.75
542,Bikaner,89,IN,11,28.0167,73.3,14.74,3.94
543,Kohlu,51,PK,19,29.8962,69.252,11.09,1.11
544,Vizinga,100,RU,97,61.0749,50.1031,-20.27,2.63
545,Letlhakane,100,BW,54,-21.4167,25.5833,24.93,7.59
546,Manyana,0,BW,11,-23.4,21.7167,31.37,2.55
547,Jobabo,5,CU,54,20.9692,-76.2994,26.01,6.63
548,Peterhead,98,GB,81,57.5058,-1.7981,7.22,8.34
549,Aklavik,100,CA,95,68.2191,-135.0107,-21.96,0.75
550,Kapoeta,7,SS,19,4.7717,33.5903,32.46,4.48
551,Iralaya,15,HN,84,15.0,-83.2333,26.04,5.3
552,Binzhou,3,CN,38,37.3667,118.0167,3.83,2.93
553,Krasnoarmeysk,8,RU,91,51.0239,45.6969,-19.84,5.09
554,Uglovskoye,70,RU,87,51.3557,80.1942,-7.69,5.27
555,Rehoboth,1,NA,8,-23.3167,17.0833,32.06,2.85
556,Whitehorse,99,CA,82,60.7161,-135.0538,-11.61,1.34
557,Uren,43,RU,98,57.4552,45.7852,-28.69,2.19
558,Port Hawkesbury,100,CA,95,45.6169,-61.3485,2.55,4.02
